2024-12-06 13:18:58 [main] INFO  r.i.calculator.CalculatorApplication - Application start
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 21.00
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment annuity. Remaining debt: 269208.04, Principal: 350000.00, Annual rate: 21.00, Months: 12, Current date: 2025-03-06
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment annuity calculation completed. Result: Total Payment: 32589.82, Interest Payment: 4711.14, Debt Payment: 27878.68
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate. Scoring data: ScoringDataDto(amount=350000.00, term=12, firstName=Алексей, lastName=Смирнов, middleName=Сергеевич, gender=MALE, birthdate=1985-09-12, passportSeries=4517, passportNumber=654321, passportIssueDate=2005-11-25, passportIssueBranch=УМВД России по г. Санкт-Петербургу, maritalStatus=MARRIED, dependentAmount=1, employment=EmploymentDto(employmentStatus=HIREDEMPLOYED, employerINN=781234567891, salary=120000.00, position=SENIOR, workExperienceTotal=20, workExperienceCurrent=8), accountNumber=40817810055520098765, isInsuranceEnabled=false, isSalaryClient=false)
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 21.00
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment annuity. Remaining debt: 241329.36, Principal: 350000.00, Annual rate: 21.00, Months: 12, Current date: 2025-04-06
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment annuity calculation completed. Result: Total Payment: 32589.82, Interest Payment: 4223.26, Debt Payment: 28366.56
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate. Scoring data: ScoringDataDto(amount=350000.00, term=12, firstName=Алексей, lastName=Смирнов, middleName=Сергеевич, gender=MALE, birthdate=1985-09-12, passportSeries=4517, passportNumber=654321, passportIssueDate=2005-11-25, passportIssueBranch=УМВД России по г. Санкт-Петербургу, maritalStatus=MARRIED, dependentAmount=1, employment=EmploymentDto(employmentStatus=HIREDEMPLOYED, employerINN=781234567891, salary=120000.00, position=SENIOR, workExperienceTotal=20, workExperienceCurrent=8), accountNumber=40817810055520098765, isInsuranceEnabled=false, isSalaryClient=false)
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 21.00
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment annuity. Remaining debt: 212962.80, Principal: 350000.00, Annual rate: 21.00, Months: 12, Current date: 2025-05-06
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment annuity calculation completed. Result: Total Payment: 32589.82, Interest Payment: 3726.85, Debt Payment: 28862.97
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate. Scoring data: ScoringDataDto(amount=350000.00, term=12, firstName=Алексей, lastName=Смирнов, middleName=Сергеевич, gender=MALE, birthdate=1985-09-12, passportSeries=4517, passportNumber=654321, passportIssueDate=2005-11-25, passportIssueBranch=УМВД России по г. Санкт-Петербургу, maritalStatus=MARRIED, dependentAmount=1, employment=EmploymentDto(employmentStatus=HIREDEMPLOYED, employerINN=781234567891, salary=120000.00, position=SENIOR, workExperienceTotal=20, workExperienceCurrent=8), accountNumber=40817810055520098765, isInsuranceEnabled=false, isSalaryClient=false)
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 21.00
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment annuity. Remaining debt: 184099.83, Principal: 350000.00, Annual rate: 21.00, Months: 12, Current date: 2025-06-06
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment annuity calculation completed. Result: Total Payment: 32589.82, Interest Payment: 3221.75, Debt Payment: 29368.07
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate. Scoring data: ScoringDataDto(amount=350000.00, term=12, firstName=Алексей, lastName=Смирнов, middleName=Сергеевич, gender=MALE, birthdate=1985-09-12, passportSeries=4517, passportNumber=654321, passportIssueDate=2005-11-25, passportIssueBranch=УМВД России по г. Санкт-Петербургу, maritalStatus=MARRIED, dependentAmount=1, employment=EmploymentDto(employmentStatus=HIREDEMPLOYED, employerINN=781234567891, salary=120000.00, position=SENIOR, workExperienceTotal=20, workExperienceCurrent=8), accountNumber=40817810055520098765, isInsuranceEnabled=false, isSalaryClient=false)
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 21.00
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Calculating monthly payment annuity. Remaining debt: 154731.76, Principal: 350000.00, Annual rate: 21.00, Months: 12, Current date: 2025-07-06
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Monthly payment annuity calculation completed. Result: Total Payment: 32589.82, Interest Payment: 2707.81, Debt Payment: 29882.01
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Calculating final rate. Scoring data: ScoringDataDto(amount=350000.00, term=12, firstName=Алексей, lastName=Смирнов, middleName=Сергеевич, gender=MALE, birthdate=1985-09-12, passportSeries=4517, passportNumber=654321, passportIssueDate=2005-11-25, passportIssueBranch=УМВД России по г. Санкт-Петербургу, maritalStatus=MARRIED, dependentAmount=1, employment=EmploymentDto(employmentStatus=HIREDEMPLOYED, employerINN=781234567891, salary=120000.00, position=SENIOR, workExperienceTotal=20, workExperienceCurrent=8), accountNumber=40817810055520098765, isInsuranceEnabled=false, isSalaryClient=false)
2024-12-06 13:47:24 [http-nio-8080-exec-6] INFO  r.i.c.a.s.CalculateCreditService - Final rate calculation completed. Final rate: 21.00
